Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong
Hak Asasi Manusia tidak hanya tentang hak sosial politik. tetapi juga hak ekonomi sosial budaya. -Pihri Buhaerah,0,0,0,0,0,0,0,0,0,0,0,0
USER USER Tunjukkan di dunia ini ada pernah Muslim membantai umat lain ?????? TUNJUKKAN bung !!!!!,1,0,1,0,0,0,0,0,1,1,0,0
USER USER DPR DPRD jancok asu aanjing babi kontol jembut bajingan bangsat tempek gendeng taeeekkk banci',1,1,0,1,0,0,0,1,0,0,1,0
"USER lost respect untuk kesekian kalinya buat agency yg lo banggain, buat artis yang lo banggain. \nkelakuan tai kucing di kasih nyawa sih kea gini. \n\nlo di tampol duit sama lee sooman mau? di tampol lamborgini sama GD mau? di tampol sama material",1,1,0,1,0,0,0,0,1,0,1,0
Kalo ga merasa selingkuh kenapa harus risih..?\nSepandai kau simpan bangkai pada akhirnya akan kecium juga.\nWaktulah yg akan membuktikan.',0,0,0,0,0,0,0,0,0,0,0,0
USER Ai uu md3 nanahaon tateh nya?',0,0,0,0,0,0,0,0,0,0,0,0
"\xe2\x80\x9cHarini pergi kerja tak ?\xe2\x80\x9d\n\n\xe2\x80\x9cTak, kerja cancel.\xe2\x80\x9d\n\nAsing banget sih bunyi nya, \n\nKelas cancel - kerja cancel \xf0\x9f\x98\x85'",0,0,0,0,0,0,0,0,0,0,0,0
USER USER Ohh rujukannya orang merah juga.. yang dulu temamenan bareng sama PKI.. gak kapok\xc2\xb2 begonya lu Bong..',1,1,1,0,0,0,0,0,1,1,0,0
USER Hanya orang bodoh yg pilih sontoloyo',1,1,0,1,0,0,0,0,1,0,1,0
"Jgn ada yg percaya dgn akun ini\n\n\xe2\x9e\xa1 USER \n\xe2\x9e\xa1 WA 081381413774\n\nAwal nya dia ga percaya sy buat\nCAMSEX, trus sy buktikan Vc beberapa detik, pas suruh Tf alesan nya neko2\n\n\xe2\xac\x87Ni muka nya kaya monyet \xe2\xac\x87 URL",1,1,1,0,0,0,1,0,0,1,0,0
USER Cuman tokoh Gusdur presiden yg mrngakui warga cina jadi WNI dan ahir nya indonesia sampek bener2 mw d kuasai oleh cina.....,1,0,1,0,0,1,0,0,0,1,0,0
USER LAH ANJIR KENAPAAA MENCRET MKSDNYA?:(',0,1,0,0,0,0,0,0,0,0,0,0
"USER Terima kasih atas informasinya...agar saya lebih jelas, mohon mas Jean Ivan berkenan kirimkan akun banci dimaksud ke DM saya.. maklum, saya gadget-er gagap... terima kasih...'",0,1,0,0,0,0,0,0,0,0,0,0
"USER USER USER USER Mental itu selalu minta mobil rantis, minta dikawal polisi,. \n\nSayang banget tuh bis ga dilempar molotov ye, kayak di jl gatsu.\n\nmental itu bikin nazar nikah sama monyet ? Terus ? \n\nMental itu ngerusak stadion gbk? Aset negara, \n\nTerus ada yg dapet proyekan dari kementrian, lol'",0,1,0,0,0,0,0,0,0,0,0,0
USER USER buseeet nuzuuuk bangeet ke MALING DUIT si ZUMI jhiahaha alumi 212 pikiran cuma gimana jadi maling bisa kasih makan onta NASBUNG kalau lagi demoooo kwkwkwkw',1,1,1,0,0,0,0,0,1,1,0,0
19. Koruptor pribumi yg disuruh kabur sebelum ditangkap contohnya Nazarudin. Info penangkapan dibocorkan KPK kepada Nazar dgn imbalan USD 1 juta\n\nLalu pejabat polda mengantar dan kawal Nazar sampai naik pesawat. Akhir cerita Sampai di Kolombia \n\nItulah KPK kita \n\nBejat',1,1,0,1,0,0,0,0,1,0,1,0
RT USER ..hehh wo.. jika rakyat masih susah nape si ZON malah minta para temen DPR baru ? .. situ masih waras kan wo ? ga makan micin kan ?,1,0,1,0,0,0,0,0,1,1,0,0
USER USER Pantas indonesia mundur dalam segala bentuk,1,0,1,0,0,0,0,0,1,1,0,0
USER USER USER USER Apanya yang kebuka kemunaqikannya,1,0,1,0,0,0,0,0,1,1,0,0
"RT USER: Ya, saya bajingan\nTERIMA KASIH'",0,1,0,0,0,0,0,0,0,0,0,0
"USER Namanya anak buah iblis, \nmuslim taat dimusuhi muslim bermaksiyat dipuji-puji.\nPembela negeri dia benci, penjilat asing dia hormati.'",0,1,0,0,0,0,0,0,0,0,0,0
"USER USER USER bukti apa? pertumbuhan ekonomi stagan di 5% jaman SBY 6%, sdah hampir 5 tahun proyek joko hasil ngutang ke cina baru selesai 35 proyek dari 250 proyek, proyek infrastruktur pemda yang otonomi daerah di klaim prestasi",0,0,0,0,0,0,0,0,0,0,0,0
"USER Dah kau tanya aku jawab lah hahahaha dah tu kau ingat aku bisu? Tau orang bisu romen macam mana??!! Tapi aku rasa banyak guna tangan lah, nak apa tunjuk je macam beli kuih raya \xf0\x9f\x98\x82\xf0\x9f\xa4\x94'",0,0,0,0,0,0,0,0,0,0,0,0
"#MataNajwaDebatJakarta Pak Anies suka nyinyir, suka memutar balik kan fakta, ga punya program yg jelas bisanya jelekkan kinerja pak Basuki",1,1,1,0,0,0,0,0,1,1,0,0
[Situs Genosida] Jejak Senyap Kekerasan Politik dan Budaya di Banyuwangi,0,0,0,0,0,0,0,0,0,0,0,0
RT USER: USER USER adian gaya lu kaya beruk. Gini klo supir tembak metromini masuk dpr.\nKampungan lu.',1,1,1,0,0,0,0,0,1,1,0,0
"Spoiler running man 401, haha yg menang wkwk kacrut'",0,1,0,0,0,0,0,0,0,0,0,0
"nemu jawaban dari seorang ustadz kenapa babi diharamkan\nlah netijen yang udah pinter malah ngata-ngatain bodoh, hidup ga bermanfaat, ga pernah ngaji dll. \xf0\x9f\x98\x91\xf0\x9f\x98\x91\xf0\x9f\x98\x91'",0,0,0,0,0,0,0,0,0,0,0,0
"Aku lagi nyoba banget pakai bahasa ga nyampur2. Susah ternyata. Semakin aku tau banyak kosakata dari berbagai bahasa, aku kadang jadi bingung ""ini tuh apa"" ""duh lupa aku pokoknya inilah (pakai bahasa asing)"".\n\nSebut saja kemampuanku mengolah mereka ga",0,0,0,0,0,0,0,0,0,0,0,0
RT USER: Maaf tak menyelesaikan masalah. Sudah berapa banyak peternak dan pedagang dirugikan akibat ulah manusia ini? Dan sudah be\xe2\x80\xa6',0,0,0,0,0,0,0,0,0,0,0,0
Awas Provokasi...Jokowi disebut Antek Cina dan Anti Islam,1,0,1,0,0,1,0,0,0,1,0,0
"USER Rupiah anjlok krn ulah kalian2 selama hidup tdk bisa menerima kebaikan,selalu buat issu negatif , contoh issu PKI pada saat tax amnesti,wslm'",0,0,0,0,0,0,0,0,0,0,0,0
KPK Periksa Gubernur Sumut dan Cawagub Ijeck Shah,0,0,0,0,0,0,0,0,0,0,0,0
"Akom Masih di Bali, Fadli Zon Buka Masa Sidang DPR di Paripurna",0,0,0,0,0,0,0,0,0,0,0,0
"Ingin NKRI tetap eksis n terbebas dr serbuan TKA CHINA???? ; ; Mari ummat Islam Indonesia bersatu, ; GANTI PRESIDEN DI 2019. ; ; #GantiPresidenYuk ; #2019PresidenBaru",1,0,0,1,0,1,0,0,0,0,1,0
USER gampang. banget. edan',0,1,0,0,0,0,0,0,0,0,0,0
USER Gara gara yang buat orang kafeer atau yahudi atau gimana. Coba aja mereka pake hp apasih emangnya hadeh. Ntar lama lama carrefour berubah nama jadi indomaret aja',0,0,0,0,0,0,0,0,0,0,0,0
"Ayo gelorakan #2019GantiPresiden, insya Allah kesejahteraan merata. Komunis lenyap.",1,0,0,1,0,1,0,0,0,0,1,0
"USER USER USER USER Harus begitu. Kita itu harus ""Strict""deh pokoknya kl menyangkut kebijakan politik dalam negeri &amp; luar negeri yg menyangkut sama pihak asing. Kita jgn haram meniru negara komunis dlm melindungi keut",0,0,0,0,0,0,0,0,0,0,0,0
"Pak USER tolonglah. Ajak buzzer"" bapak untuk jadi lebih pinter. Bukan anggar jago menghina orang"" yg ngga suka. Pake lapor"" polisi. Duh!",1,0,1,0,0,0,0,0,1,1,0,0
Urusannya duit. Siapa dapat apa. Kalau nanti itungan bisnisnya pemerintah Indonesia untung ya kita tepuk tangan. Kalau buntung ya resiko punya rezim model gini. Tapi itu nanti. Setelah ketauan harganya. Janjinya harga wajar. Wajar buat siapa?',0,0,0,0,0,0,0,0,0,0,0,0
USER Dasar tai ijo',1,1,1,0,0,0,0,0,1,1,0,0
"#kualalumpur Ayat al-Quran yang dijadikan hujah oleh ulama untuk mengharamkan pemilihan bukan Muslim sebagai wakil rakyat, apabila diteliti sebenarnya merujuk kepada orang kafir yang memusuhi Islam dan penganutnya.",0,0,0,0,0,0,0,0,0,0,0,0
"#2019GantiPresiden Pilkada DKI 2017 kita sudah SINGKIRKAN AHOK, INSYA ALLOH #2019GantiPresiden",1,0,1,0,0,0,0,0,1,0,0,1
"...\nTapi jgn risau, server yg pki SSD, 24/7 heavy usage pun ada around more than a year before SSD tu worn out. Itu jangka masa dia lah.\n\nSo kalau laptop biasa, aku jangkakan lebih dari dua tahun korang boleh pakai. Tu pun kalau takde pape tindakan bo",0,0,0,0,0,0,0,0,0,0,0,0
"#NP USER - Falshback\n\nKamu bisa membuat masker rambutmu. Bahannya pun termasuk mudah di dapat. Kamu tinggal memilih entah itu masker alpukat, telur, santan, buah-buahan atau lidah buaya.\n\n#SERASI'",0,0,0,0,0,0,0,0,0,0,0,0
RT USER USER USER USER Zonk hanya pamer kedengkian dan kebusukan hati selalu memuakkan. Politik licik dan picik,1,0,1,0,0,0,0,0,1,1,0,0
USER Ah tae w kira pak aria beneran :(',0,1,0,0,0,0,0,0,0,0,0,0
USER yg kalem lah kntl !!!!',1,1,1,0,0,0,0,1,0,1,0,0
USER Tanya amin rais.. Dulu dia yg bikin kacau dan nyuruh reformasi. Pilkada salah satu hasilnya.,1,0,1,0,0,0,0,0,1,1,0,0
"Dalang demo kmren kelompok yg anti Jokowi, manfaatkan isu PKI, meraih simpati umat Islam tuk menyerang Pemerintahan. Lagu Lama Bang.",1,0,0,1,0,0,0,0,1,0,1,0
YANG Perlu di sadari krisis moneter itu sebenarnya krisis Ekonomi.,0,0,0,0,0,0,0,0,0,0,0,0
#catat!Terimakasih sudah menjadi orang idiot pertama dan terakhir yang membuka hatiku utk mengerti apa itu persahabatan',0,1,0,0,0,0,0,0,0,0,0,0
USER USER Era SBY ada pembangunan di papua? Ada juga hambalang tuh... pembangunan pln mangkrak brp banyak?,1,0,1,0,0,0,0,0,1,1,0,0
"DPR MPR segera ambil tindakan, PECAT DENGAN TIDAK TERHORMAT Setya Novanto, kami tidak sudi diwakili manusia hina itu!! ttd. RAKYAT INDONESIA",1,1,1,0,0,0,0,0,1,1,0,0
mau cerita. laki2 emang brengsek ya. dasar cupu',1,1,0,1,0,0,0,0,1,0,1,0
anggota dpr ri keberadaan perawat amat dibutuhkan karenanya harus dapat penghargaan setimpal,0,0,0,0,0,0,0,0,0,0,0,0
Bawang putih dapat meracuni anjing dan kucing.',0,0,0,0,0,0,0,0,0,0,0,0
Nih..Masih mo ngeles..Soal TKA Cina sdh lebih dari 1000 orang msk melalui Kendari...Pak de Hebat..Pengguran msh bnyk di Ind tp membebaskan TKA Cina klou dibiarkan terus?an #2019GantiPresiden,1,0,1,0,0,0,0,0,1,1,0,0
"USER USER USER USER Gini umat islam di bodohi pake kata fiksi. Dan alasan salman rusdhi mbuat ""the santanicverse"" berasal pembodohan seperti ini. Fiksi itu imanijer *angan2. Kalau tujuan untuk membela USER banyak nara",0,0,0,0,0,0,0,0,0,0,0,0
"Gila Sinar light lasernya merajam hidup orang untuk dibuat cacat kulit Oleh comunity dukun Nata endah sign Indonesia Raya,, merendahkan martabat hidup org dgn penuh kenistaaan hidup org2 media'",0,0,0,0,0,0,0,0,0,0,0,0
USER USER Hah ini enaknya di sate atau di saus padang titit segede gini',0,1,0,0,0,0,0,0,0,0,0,0
USER USER USER Yg ngomong gitu siapa? Yg harus loe tanya itu knp gandeng 4 bank asing? Bukannya melakukan langkah hukum utk menggugat peraturan yg mengistimewakan Freeport?',0,0,0,0,0,0,0,0,0,0,0,0
"USER Kalau kak ROSanita ayamorr dia tegur macam ni, siap la x sampai 24 jam bom sampai...'",0,0,0,0,0,0,0,0,0,0,0,0
"USER USER Itu jaman dulu mas...Jaman skrng di seklh2 Kristen aja, teori evolusi tetap diijinkan utk diajarkan tanpa meninggalkan ajaran creationis..'",0,0,0,0,0,0,0,0,0,0,0,0
RT USER: Pak jokowi semakin ketakutan akan kalah 2019 Projo kumpulan penipu kembali jadi andalan wakwawww,1,0,1,0,0,0,0,0,1,1,0,0
"USER USER USER Makkah dahulu negara merdeka. Pemimpin org2 kafir quraisyh. Juga wilayah2 lain spt tabuk, khaibar, hunain, taif...maka dilakukan penaklukan atasnya...'",0,0,0,0,0,0,0,0,0,0,0,0
USER USER Nanti umpetin setan loh. Mending mabar sudoku aja deh?',0,1,0,0,0,0,0,0,0,0,0,0
USER USER USER yang komunis itu siapa',0,0,0,0,0,0,0,0,0,0,0,0
USER Jangan jangan km korban bom bunuh diri',0,0,0,0,0,0,0,0,0,0,0,0
USER Adek orang lah sayang. Masa Mami lahirin anak tuyul.',0,0,0,0,0,0,0,0,0,0,0,0
Pidex yg suka bash penipu lelang acc masih hidup? Yang dulu kek jijik sama jualan apps eh sekarang malah dia yg jualan apps :V mending lu jilat telapak kaki gue aja dex',0,1,0,0,0,0,0,0,0,0,0,0
USER Kalau begitu kenapa ijin sekolah swasta tidak keluar pak dedi di purwakarta?\nUntuk yang yayasannya kristen khususnya.\n\nKan hak seluruh rakyat dengan agama apapun.\n\nSalam damai.\n\n~ems~',0,0,0,0,0,0,0,0,0,0,0,0
Abis kerja pkl 11 sampai sekarang tk blk rmh nasib bujang kalau dah kawin mampus bini aku sangsi kata aku tido rmh bini no 2 haha',0,1,0,0,0,0,0,0,0,0,0,0
USER USER Daripada jilat pantat rijik kaya elu.',1,1,1,0,0,0,0,0,1,1,0,0
"USER Pmain malaysia dri awal ga terpngaruh laga dgn label ""big match"" ""gengsi"" atau ""harga diri bangsa"" jadi bisa fokus bermain, beda dgn kita yg justru terbebani dgn label2 diatas,, semoga di piala asia timnas bisa lebih baik'",0,0,0,0,0,0,0,0,0,0,0,0
pagi2 buka twatter dan ada salebtuit nulis suami jadi cami buahahaha kntl lsng unfollow',0,1,0,0,0,0,0,0,0,0,0,0
6. Anda akn mndptkan pesan Notifikasi rahasia u/ dtukarkn dg Tiket msuk. Pnukaran hnya bs dlkukan d Stadion mlai 6 jam s/d 1 jam sblm kickoff d loket khusus TCash; ; 7. Pstikan Anda mmliki TCash u/ bs mngakses diskon2 khsus smpai 20%. TCash hnya bs dgnakan,0,0,0,0,0,0,0,0,0,0,0,0
"Mereka orang-orang musyrik menjadikan jin sebagai sekutu-sekutu Allah, padahal Allah yang menciptakan jin-jin itu (QS 6;100)",0,0,0,0,0,0,0,0,0,0,0,0
sebenernya gw males sih pake kacamata karena ya BERATTT seharian lu pake gituan di muka. tapi gapapa juga sih heee bisa meminimalisir mata gw yang agak sipit...',0,0,0,0,0,0,0,0,0,0,0,0
USER USER \xc2\xab mandi gua mah emg buaya jaga mandi.',0,0,0,0,0,0,0,0,0,0,0,0
pingin ngobelin memek kamu sambil aku jilatin klitnya hhhmmm',0,1,0,0,0,0,0,0,0,0,0,0
"Ntah politik ntah kafir. Ilmu nyaa gabisa bisa di pahami manusia. ""Kalo anda bertanya dimana rumah Allah? Jawabannnya Allah Ada di dalam tubuh Kita""'",0,0,0,0,0,0,0,0,0,0,0,0
"USER Habis baca ini aku takut karena aku merasa 'insecure attachment' both ambivient dan disorganized ada dalam diri aku. Jadi aku cacat ya? Aku harus gimana untuk memperbaiki itu ka phoerange? Bagaimana ka USER menghadapi itu semua?""",0,0,0,0,0,0,0,0,0,0,0,0
Melepaskan orang yang kamu cintai jauh lebih sulit dibanding menerima cinta yang baru yang asing bagi hatimu.#RobotBijak ##BotZidanCreative',0,0,0,0,0,0,0,0,0,0,0,0
USER USER dan yang takut dengan adzan adalah IBLIS',0,0,0,0,0,0,0,0,0,0,0,0
RT USER SBY ke 2..nnti pura pura jadi yang paling tersakiti..,1,0,1,0,0,0,0,0,1,1,0,0
Si USER ini paling punya mantan aja kaga. Pacaran belom pernah sok-sok bikin thread tipu daya laki-laki. Malu ama titit.',1,1,1,0,0,0,0,1,0,1,0,0
"USER PRD itu komunis apa bukan,,,????'",0,0,0,0,0,0,0,0,0,0,0,0
Belumlah habis galau pak jokowi ditinggal kawin raisa. Kekalahan 2019 sudah di depan mata. Wkwkwk,1,0,1,0,0,0,0,0,1,1,0,0
"\xe2\x80\x9cPada pagi hari, di antara hambaKu ada yang beriman kepadaKu dan ada yang kafir. Siapa yang mengatakan \xe2\x80\x99Muthirna bi fadhlillahi wa rohmatih\xe2\x80\x99 (Kita diberi hujan karena karunia dan rahmat Allah), maka dialah yang beriman ke",0,0,0,0,0,0,0,0,0,0,0,0
RT USER: USER tolol itu banyak yg bela penista agama walau sudah tersangka,1,1,0,1,1,0,0,0,0,0,1,0
USER Kalau cinta; Sudah direkayasa; Banyak bocah disulapnya dewasa; Budi yang kaya; Adat budaya; Tak lagi terjaga ð??¶,0,0,0,0,0,0,0,0,0,0,0,0
Memang iblis punya perangai yang buat kucing macam tu zzzzzzzz tak sanggup aku tgk \xf0\x9f\x98\xad',0,1,0,0,0,0,0,0,0,0,0,0
"USER Keduluan sm China, produksi cangkul, traktor, penyemprot hama, genset dll \xf0\x9f\x98\x82'",0,0,0,0,0,0,0,0,0,0,0,0
USER USER USER USER USER USER USER USER USER USER USER USER Keluargaku yg Katholik ajaa paham.. dia gak paham kan lucu kak\xf0\x9f\x98\x82\xf0\x9f\x98\x82',0,0,0,0,0,0,0,0,0,0,0,0
USER udh pernah diketekin onta belom bang?\n\nga jawab sombong',1,1,1,0,0,0,0,0,1,1,0,0
"USER USER Yang ngeles mulu bukanya lo cebong kapir haha otak gak nyampe, salah nangkep kalimat, ngata2in islam. Kebanyakan ngeles nih cebong kapir intoleran, sara, munafik, pemakan taik ahok peminum rendeman kolor oplos kencing onta hahaha'",1,1,1,0,1,0,0,0,0,1,0,0
dya pintar klaw lgy bego',0,1,0,0,0,0,0,0,0,0,0,0
di masa rezim jokowi aku bisa twoshoot sama yona 2 kali',0,0,0,0,0,0,0,0,0,0,0,0
"USER USER USER Monmaap, apa hubungannya tes DNA sama PKI? Apa ideologi dan pandangan politik bisa diturunkan secara genetik?'",0,0,0,0,0,0,0,0,0,0,0,0
RT USER: Siswi madrasah ngentot di ke kebon\n\n#hijab #ngentot #ngewe #bahancoli #blowjob #kulumin #kontol URL,0,1,0,0,0,0,0,0,0,0,0,0
"USER fitnah FPI pecah adalah ulah ahoker yg melihat elektabilitas ahok tinggal 10%,mereka kelojotan melihat MUI+NU+Muhammadi",1,0,0,1,0,0,0,0,1,0,1,0
owner nya nggak ada.; ordernya ada.; Sakit.; USER,0,0,0,0,0,0,0,0,0,0,0,0
USER Bersyukur atuh jangan malah pamer di Twitter goblog',1,1,1,0,0,0,0,0,1,1,0,0
ooo diganti lagi libur lebaran; 13 - 21; diubah 11 - 20; sama aja.. pasca lebaran nya dikurangi..; masa hari senin harus balik; tgl 18 + 2 hari dijalan kalo ga macet = tgl 20; sama aja itu bego !! ; H + 2 Bakal menumpuk; presiden bego..,1,1,1,0,0,0,0,0,1,1,0,0
"Melanjutkan kunjungan ke Turki dan menjadi kesan tersendiri ketika kunjungan ini diawali dengan bertemu dan berbincang dengan Presiden Recep Tayyip Erdogan, lalu bersama-sama menunaikan shalat Jumat di Masjid Ayyub al-Anshari [Eyup Sultan].;",0,0,0,0,0,0,0,0,0,0,0,0
"USER USER USER Gak perlu berhutang demi mendapat 51% saham FMI karena di tahun 2021 perpanjangan kontrak FMI telah habis dan dengan sendirinya FMI sudah jadi milik NKRI, ini bentuk ketololan rezim ini'",1,1,0,1,0,0,0,0,1,0,1,0
"USER Elo kafir banci yakk.. ya ampun? Sdh kafir banci lagi, jangan sedih ya cong.. lo Google deh kafir banci kayak lo..'",1,1,1,0,1,0,0,1,0,1,0,0
USER anak setan',1,1,1,0,0,0,0,0,1,1,0,0
USER Mao naek apa kek....bodo amat..kaga. Ngaruh keleees...; Lihat polling gogle 91% minta Presiden nya diganti..; Ha ha ha....; #2019GantiPresiden; #PakOgahGantiPresiden,1,0,1,0,0,0,0,0,1,1,0,0
USER Slga mnr bom \xf0\x9f\x98\x82',0,0,0,0,0,0,0,0,0,0,0,0
Lucu deh mobil mobil pejabat negara warnanya ijo ijo tai kuda gt',0,1,0,0,0,0,0,0,0,0,0,0
Rusia &gt;katanya&gt; komunis \nKomunis &gt;katanya&gt; tak bertuhan\n\nItu ngapain pemain rusia ngegolin trus nunjuk2 ke atas?',0,0,0,0,0,0,0,0,0,0,0,0
USER USER Gw malih rupa dulu ah jd kampret biar di follow USER trus ntar di selimutin. Ee tp jgn di tidurin yaa \xf0\x9f\x98\x86',0,1,0,0,0,0,0,0,0,0,0,0
"Dan kecelakaan besarlah bagi orang-orang yang mempersekutukan-Nya,\n\n(yaitu) orang-orang yang tidak menunaikan zakat dan mereka kafir akan adanya (kehidupan) akhirat.\n\xe2\x80\x95QS. Fussilat [41] 6-7\n\n#quran'",0,0,0,0,0,0,0,0,0,0,0,0
RT USER: ad yang mau contactnya? Retweet sekarang ya.....\nBanyak banget kenalan tante jilboob sange..\nIni Namanya Tante dea... O\xe2\x80\xa6',0,1,0,0,0,0,0,0,0,0,0,0
"Kasiter Beserta Muspida Tinjau Sasaran Fisik TMMD Ke-102 Kodim 1709/Yawa\n\nSasaran TMMD berupa pembangunan 14 Unit Rumah tipe 56, pembuatan 2 Unit PAUD. Di Kamp Cina Tua dibangun 13 unit rmh, Kampung Ketuapi 1 unit rmh, Kampung Serui Laut dan Pasir Puti",0,0,0,0,0,0,0,0,0,0,0,0
Trend kambek ini jangan sampai menjadi budaya disepakbola,0,0,0,0,0,0,0,0,0,0,0,0
USER Pak USER saya ttap mendesak Anda menyatakan Muhammad Nabi Gadungan agar bangsa ini terselamatkan,1,1,0,1,1,0,0,0,0,0,1,0
USER Ngaku muslim tapi nonton bola kafir hahaha munafik loh.\nJokowi itu sama ama gue. Full sebulan Gak mau nonton bola . Kecuali timnas dan persija.\nBerak lu mencret tong',1,1,1,0,1,0,0,0,0,1,0,0
KARYAWAN PT SOPINDO DS HALIMBE DEKLARASI ANTI HOAX &amp; PILKADA 2018 DAMAI,0,0,0,0,0,0,0,0,0,0,0,0
USER HEH MONYET. GUA KIRAA BUKAN. GUA B UB LU KAMPRET WKWKWKWKK',0,1,0,0,0,0,0,0,0,0,0,0
USER Harusnya bisa switch kata2nya jd : Kami membagi takjil.. Bukan bom',0,0,0,0,0,0,0,0,0,0,0,0
USER Tolol bangsad',1,1,1,0,0,0,0,0,1,1,0,0
"Jgn kan presiden dateng ke kampung di sambut meriah, Tukul aja dateng ke kampung pasti di sambut dgn meriah, jd jgn GR kalo USER sll di sambut rakyat, itu bkn krn mereka bangga, tp krn rakyat itu indah dlm berbudaya, Jgn GR ngapa; USER #GantiPresi",1,0,1,0,0,0,0,0,1,1,0,0
RT USER Nanya di mana Prabowo dan PKS saja Bib kan asoy tuh dianggap antek Prabowo dan antek PKS. Hidupmu pasti lebih dramatis,1,0,1,0,0,0,0,0,1,1,0,0
"Kemaren tuh masuk kelas tau tau temen pada bisa sarangeul haetda-an semua edan sefamous itukah lagu itu :"")'",0,1,0,0,0,0,0,0,0,0,0,0
"USER Kristen nusantara, hindu Nusantara, Budha nusantara, katolik nusantara, protestan nusantara, khong hu tju nusantara,.... Yg ada nusantara koes plus... Wkk wkkk'",0,0,0,0,0,0,0,0,0,0,0,0
Presiden UEFA Beri Dukungan terhadap Pengusiran Gianluigi Buffon oleh Michael Oliver,0,0,0,0,0,0,0,0,0,0,0,0
Sektor perikanan budidaya memiliki potensi yang tinggi untuk mendongkrak pertumbuhan ekonomi; USER,0,0,0,0,0,0,0,0,0,0,0,0
2. Kesukaan atas Ganjar Pranowo disebabkan beberapa gebrakan penting yang dilakukan olehnya selama menjabat sebagai gubernur Jawa Tengah #EkotrenGanjarYasinNo1,0,0,0,0,0,0,0,0,0,0,0,0
Bati nonton bola angin masuk euy',0,0,0,0,0,0,0,0,0,0,0,0
USER Yah namanya juga panasbung',0,0,0,0,0,0,0,0,0,0,0,0
USER USER USER Bawang putih itu sdg kafir haram lagi..\nHiks.hiks..hiks',1,1,1,0,0,0,0,0,1,1,0,0
"USER USER Ini Islam tapi pikiran fasis sekaligus komunis, yang benar hanya satu menurut dia, kita bukan hewan kita manusia yang punya hak berpikir, perbedaan adalah rahmah.'",0,0,0,0,0,0,0,0,0,0,0,0
"USER Setahu Saya sejak zaman Soegija sudah ada konsep ""100% Katolik, 100% Indonesia \xf0\x9f\x87\xae\xf0\x9f\x87\xa9"".'",0,0,0,0,0,0,0,0,0,0,0,0
Bikin coldbrew agak ngasal. Pagi diminum cuman demi melek instan aja. Tai lah gua masih ga ngerti kopi enak apa ga kayak apa. Hahahaahah',0,1,0,0,0,0,0,0,0,0,0,0
USER gua stress pengen un bukannya makin alim malah makin bejad',0,0,0,0,0,0,0,0,0,0,0,0
"USER USER USER USER Makanya jgn cuma ikut2an anti aseng ya,investor kebanyakan aseng.di tangan jokowi aseng ga bakal bs jajah indonesia,hnya krj sama yg saling menguntungkan.giliran investor aseng di cabut yg susah rakyat jg'",0,0,0,0,0,0,0,0,0,0,0,0
Cuman Komunis Yang Anti Agama.,1,0,0,1,1,1,0,0,0,0,1,0
USER USER Nah lu yg tnggi 169 bb 53 aj udah brasa kurus..aplgi gue yg 185 bb 55 cungkring bgt kn :((\n\nIya idealnya 65kg..msih jauh dn gk prnah smpek wlpun hnya 60...wktu itu prnah naek smpek 68 dn gue demam turun lgi 54-55 :(',0,0,0,0,0,0,0,0,0,0,0,0
"RT USER Emang USER kurang ""melek"" mata hatinya? seriusnyinyir",1,0,1,0,0,0,0,0,1,1,0,0
Sikap DIKTATOR USER dg Partai PENJILAT DUIT CINA TANKAP2 USER USER USER USER USER URL,1,0,0,1,0,1,0,0,0,0,1,0
Masih mau ganti Presiden?; #2019tetapjokowi,0,0,0,0,0,0,0,0,0,0,0,0
Ups.... udh 2 x ngentod tp kontol q ini kk msih ngaceng lgi y....',0,1,0,0,0,0,0,0,0,0,0,0
"USER Lafcadio telah kembali duduk di bangkunya dan meletakkan gelas minuman ke dekatnya.\n\n""Alright,"" Lafcadio pun berdoa kembali layaknya orang Katolik dan seusai berdoa, ia menunjuk dahi serta kedua bahunya.\n\n""Time to dig in,"" ucap Lafcadio s",0,0,0,0,0,0,0,0,0,0,0,0
"Terkadang kita harus terpaksa senyum disaat hati tak bisa untuk tersenyum. Bukan munafik, melainkan hanya ingin terlihat baik2 saja. :)'",0,0,0,0,0,0,0,0,0,0,0,0
"Fakta keterlibatan Laskar Hitam terlihat di Mauk, dengan menyelenggarakan sunat paksa terhadap semua lelaki Tionghoa di Mauk, Selapajang, dll.'",0,0,0,0,0,0,0,0,0,0,0,0
Bagi Allah SWT dungu & biadab tak ada kata cukup sebelum semua kafir dihilangkan dari muka bumi & sisa hanya Mukmin,1,1,0,1,1,0,0,0,0,0,1,0
Tidak tertarik dengan wawancara itu. Menyimak wawancara itu bisa berakibat buruk bagi kesehatan.,0,0,0,0,0,0,0,0,0,0,0,0
"RT USER: Pengen juga lagi ngentot diciumin gini, dimanjain gini ahhh idaman bgt topnya URL",0,1,0,0,0,0,0,0,0,0,0,0
"Di Amerika, diketahui sekitar 200.000 orang setiap tahunnya pindah dari agama Kristen ke agama Islam.",0,0,0,0,0,0,0,0,0,0,0,0
